transaction_id,customer_id,product_id,quantity,transaction_date
145,446,717,2,2021-07-13
146,292,707,1,2022-02-19
147,453,738,8,2022-01-08
148,995,333,1,2022-09-14
149,124,767,6,2022-11-24
150,683,74,2,2022-10-11
151,285,80,3,2022-05-18
152,608,793,2,2022-12-14
153,137,12,1,2021-06-04
154,509,557,10,2022-11-06
155,825,107,8,2021-07-20
156,620,985,3,2021-05-13
157,656,753,2,2022-12-29
158,336,871,9,2022-02-14
159,749,514,3,2023-01-07
160,123,497,9,2022-01-01
161,832,572,2,2022-08-09
162,969,970,8,2021-05-18
163,984,550,1,2023-02-20
164,76,970,6,2021-12-05
165,918,670,3,2023-03-18
166,665,513,7,2022-05-20
167,672,556,5,2023-02-28
168,689,894,6,2022-05-15
169,685,449,7,2022-05-22
170,567,553,3,2023-03-01
171,7,791,9,2022-04-11
172,703,759,2,2021-11-27
173,323,362,10,2022-02-10
174,327,180,6,2021-06-08
175,692,940,5,2023-01-02
176,600,286,6,2021-05-06
177,806,53,7,2022-07-17
178,427,627,9,2022-04-24
179,874,469,6,2023-02-25
180,913,167,1,2022-10-02
181,173,310,10,2022-05-30
182,830,327,6,2021-05-01
183,771,342,8,2021-06-28
184,975,462,10,2022-11-03
185,407,793,7,2023-01-15
186,923,242,7,2023-01-01
187,704,941,9,2022-03-13
188,446,721,6,2022-03-29
189,543,3,8,2023-01-09
190,148,501,5,2021-12-23
191,530,312,8,2022-01-26
192,854,677,5,2021-10-07
193,62,974,4,2022-04-19
194,353,956,4,2022-01-21
195,461,324,6,2022-10-17
196,165,752,6,2021-11-28
197,852,121,6,2022-04-02
198,229,92,8,2023-02-13
199,982,693,6,2023-01-09
200,746,404,4,2022-09-26
201,541,789,2,2022-05-05
202,301,75,9,2022-05-30
203,971,775,10,2022-10-23
204,879,105,5,2022-08-28
205,705,798,3,2021-06-27
206,702,679,6,2022-11-17
207,693,841,6,2021-04-16
208,264,165,7,2022-08-21
209,282,153,3,2023-03-04
210,587,263,10,2021-09-19
211,131,815,9,2021-03-25
212,423,734,5,2022-12-05
213,123,569,6,2023-02-09
214,50,45,5,2022-09-26
215,98,412,4,2023-02-27
216,637,626,4,2021-10-17
217,127,763,7,2021-04-04
218,444,187,9,2023-03-22
219,203,758,9,2022-01-29
220,791,475,2,2022-08-02
221,60,236,4,2022-11-10
222,715,948,8,2022-09-01
223,954,366,8,2022-07-07
224,148,864,6,2022-10-07
225,330,354,7,2022-06-02
226,187,466,5,2023-02-24
227,972,632,8,2022-11-06
228,378,133,10,2021-07-28
229,131,738,10,2022-10-06
230,34,378,2,2021-07-05
231,958,163,8,2023-01-26
232,817,974,3,2021-11-13
233,103,218,9,2021-04-27
234,742,861,7,2022-09-30
235,439,95,3,2021-08-13
236,149,564,9,2021-09-10
237,203,515,8,2022-06-04
238,411,373,8,2022-06-30
239,190,266,3,2021-07-05
240,464,600,1,2021-07-17
241,828,595,7,2022-09-25
242,201,248,3,2022-07-03
243,552,394,8,2022-07-01
244,454,867,10,2023-01-23
245,397,511,8,2022-05-26
246,449,129,8,2023-02-08
247,786,549,5,2022-08-17
248,89,478,7,2021-12-13
249,240,692,10,2023-02-03
250,555,134,9,2022-07-03
251,472,283,1,2021-11-07
252,659,676,3,2022-10-17
253,25,8,1,2022-07-31
254,375,100,1,2022-01-29
255,295,655,1,2022-09-25
256,937,840,4,2022-02-15
257,167,668,10,2022-06-12
258,830,202,10,2021-11-21
259,880,918,10,2022-09-15
260,793,676,3,2021-03-25
261,603,78,3,2022-08-13
262,748,164,3,2022-09-12
263,70,725,6,2022-10-18
264,953,453,4,2022-08-16
265,709,962,2,2022-09-18
266,953,561,8,2022-07-29
267,175,492,3,2021-08-14
268,28,965,6,2021-03-25
269,905,577,6,2023-01-22
270,554,393,7,2021-04-29
271,363,247,9,2021-10-12
272,812,953,5,2021-05-13
273,642,274,2,2022-03-16
274,987,52,1,2021-05-04
275,689,469,3,2023-01-24
276,238,424,5,2022-09-01
277,862,696,6,2021-06-08
278,379,164,10,2021-04-12
279,212,430,7,2022-09-29
280,828,976,2,2021-09-05
281,130,245,5,2021-12-09
282,38,895,1,2022-01-13
283,293,678,4,2022-02-19
284,539,347,1,2022-07-17
285,672,349,3,2022-11-21
286,467,923,10,2022-10-05
287,220,505,9,2022-12-17
288,65,848,8,2021-12-03
289,687,948,9,2021-03-25
290,594,172,7,2023-01-23
291,699,45,5,2021-11-30
292,686,974,6,2022-07-20
293,39,862,1,2023-02-11
294,510,95,10,2022-08-27
295,315,569,10,2022-10-11
296,265,84,5,2022-02-01
297,438,157,6,2022-10-13
298,700,715,8,2022-04-22
299,410,109,9,2021-03-28
300,933,631,6,2022-05-24
301,989,6,10,2021-10-03
302,152,586,1,2022-03-10
303,527,988,5,2021-04-28
304,887,198,7,2021-05-30
305,952,113,8,2021-05-03
306,848,103,4,2022-12-01
307,300,765,10,2022-06-21
308,719,702,1,2023-01-16
309,536,619,1,2021-08-14
310,380,502,3,2023-03-03
311,195,648,1,2022-05-29
312,833,91,4,2022-04-17
313,479,926,1,2022-12-12
314,149,656,1,2022-08-22
315,213,673,1,2022-10-15
316,927,958,3,2021-10-11
317,101,608,3,2022-06-14
318,125,68,7,2021-08-21
319,649,954,1,2022-09-07
320,417,151,10,2022-01-24
321,376,900,5,2022-02-02
322,945,123,8,2021-09-12
323,931,587,3,2021-11-11
324,780,240,4,2022-12-16
325,831,945,2,2022-12-06
326,717,922,9,2021-07-24
327,428,795,3,2022-11-12
328,249,469,3,2022-07-22
329,862,625,9,2022-06-22
330,553,431,6,2023-01-24
331,684,811,2,2023-02-10
332,312,427,9,2022-11-11
333,801,534,6,2022-06-08
334,674,548,9,2021-09-14
335,82,962,5,2022-03-09
336,84,482,5,2021-04-20
337,118,438,1,2022-12-28
338,477,901,10,2021-04-02
339,581,161,7,2021-11-28
340,618,166,2,2022-04-10
341,830,287,6,2021-08-26
342,213,540,6,2022-08-18
343,197,601,1,2021-06-12
344,63,794,4,2021-08-15
345,299,23,4,2023-02-22
346,934,884,2,2022-08-23
347,221,331,2,2022-09-25
348,777,138,3,2022-04-20
349,805,886,7,2022-09-25
350,336,81,9,2022-09-29
351,312,673,6,2021-08-10
352,657,120,6,2022-06-01
353,413,451,3,2021-10-18
354,800,557,10,2021-12-21
355,518,943,8,2023-01-27
356,298,689,10,2021-06-27
357,84,711,7,2021-09-04
358,14,277,5,2022-02-16
359,504,972,5,2023-03-09
360,654,275,4,2022-04-16
361,547,732,7,2022-11-18
362,858,320,9,2022-01-24
363,835,404,5,2022-05-10
364,852,179,9,2021-10-01
365,868,589,2,2022-09-20
366,171,537,1,2021-09-10
367,251,120,6,2021-04-02
368,707,981,1,2021-11-08
369,450,873,8,2023-02-03
370,203,943,2,2021-12-05
371,424,733,1,2022-04-12
372,340,479,7,2022-03-28
373,448,2,10,2021-10-28
374,200,624,3,2022-04-30
375,993,360,6,2021-08-15
376,909,914,6,2021-04-17
377,112,303,2,2021-04-21
378,163,157,1,2022-08-14
379,945,93,10,2021-07-08
380,744,61,2,2022-02-11
381,581,60,1,2022-02-21
382,723,879,3,2023-03-06
383,94,247,4,2022-07-04
384,202,904,7,2021-11-21
385,791,948,1,2023-03-08
386,774,908,2,2022-06-24
387,134,92,9,2021-12-07
388,125,268,3,2022-08-13
389,794,958,2,2022-10-10
390,60,475,4,2022-12-30
391,927,238,2,2022-07-01
392,468,329,8,2021-04-06
393,965,182,2,2022-10-15
394,240,273,4,2022-01-29
395,370,378,1,2021-12-21
396,46,825,5,2021-08-04
397,970,472,2,2021-12-07
398,66,241,3,2022-06-17
399,683,355,7,2022-02-22
400,659,914,1,2023-01-26
401,116,665,7,2022-10-16
402,849,613,8,2023-01-21
403,640,346,6,2021-12-24
404,692,136,6,2021-05-23
405,674,419,9,2023-01-18
406,108,275,7,2022-09-27
407,597,315,10,2021-10-25
408,65,523,6,2021-04-06
409,159,373,10,2022-08-06
410,839,591,5,2021-07-01
411,540,387,8,2021-11-25
412,712,735,6,2022-09-07
413,1000,451,5,2022-01-15
414,453,73,1,2021-05-17
415,781,10,2,2022-02-18
416,616,821,1,2022-11-27
417,515,266,8,2021-09-05
418,973,783,5,2021-05-12
419,589,131,9,2021-05-27
420,654,215,8,2022-05-11
421,445,385,4,2022-02-05
422,777,654,7,2022-04-29
423,432,479,8,2022-12-16
424,490,12,9,2021-11-16
425,754,289,10,2022-10-31
426,552,439,2,2022-11-25
427,930,2,1,2021-10-24
428,726,123,8,2022-01-24
429,195,762,8,2023-03-10
430,187,124,5,2022-06-19
431,93,334,10,2021-04-20
432,675,999,5,2021-12-07
433,168,788,2,2021-11-22
434,905,77,4,2022-03-05
435,629,987,10,2021-07-12
436,331,727,1,2023-03-08
437,933,704,2,2023-02-25
438,916,575,7,2023-01-31
439,711,258,9,2022-03-16
440,783,705,8,2021-05-25
441,597,278,4,2022-11-10
442,548,314,2,2021-04-08
443,335,965,2,2022-02-24
444,668,771,8,2022-11-11
445,497,991,5,2021-04-28
446,261,281,8,2022-07-28
447,231,740,5,2022-10-03
448,664,180,5,2022-04-04
449,806,319,3,2022-09-04
450,885,245,1,2021-04-09
451,344,434,2,2022-11-05
452,594,71,4,2022-03-28
453,463,489,9,2022-09-05
454,566,41,5,2022-02-02
455,461,839,5,2021-09-11
456,947,697,1,2021-04-30
457,243,150,7,2022-05-02
458,915,225,6,2022-12-19
459,4,583,6,2021-07-20
460,8,871,7,2022-08-25
461,57,724,3,2022-01-12
462,146,668,4,2021-08-12
463,242,300,2,2023-01-05
464,688,805,8,2022-03-25
465,470,467,2,2021-05-24
466,165,867,6,2021-07-30
467,663,440,7,2022-07-12
468,254,296,8,2022-10-14
469,620,200,1,2023-02-20
470,285,220,6,2022-05-29
471,885,360,6,2023-01-22
472,162,993,3,2021-05-08
473,882,656,4,2022-11-12
474,212,553,4,2022-10-21
475,347,577,1,2023-02-08
476,136,487,8,2022-07-10
477,729,584,4,2022-09-12
478,862,437,4,2022-11-03
479,510,573,9,2022-07-21
480,311,855,4,2022-07-31
481,601,391,2,2021-09-23
482,386,747,7,2022-09-13
483,885,443,3,2022-05-21
484,374,480,2,2021-12-16
485,449,361,10,2022-10-19
486,777,277,2,2022-05-29
487,663,56,3,2022-08-21
488,726,11,9,2023-01-15
489,831,938,8,2023-03-06
490,27,319,6,2021-05-20
491,411,233,6,2021-07-28
492,72,766,10,2022-03-18
493,487,679,2,2022-10-21
494,552,151,2,2021-12-26
495,377,514,3,2021-08-26
496,205,528,10,2023-02-24
497,291,712,1,2021-08-14
498,22,893,1,2022-04-10
499,232,645,3,2021-11-05
500,523,486,3,2021-05-24
501,41,308,7,2022-12-18
502,503,665,3,2021-10-11
503,203,891,2,2022-04-26
504,233,440,3,2021-03-31
505,209,240,5,2022-09-09
506,830,164,2,2021-04-11
507,614,680,6,2023-02-11
508,279,667,9,2023-01-29
509,386,526,6,2021-11-24
510,821,81,7,2021-07-18
511,502,90,9,2023-01-08
512,833,662,2,2022-02-18
513,879,446,3,2022-02-06
514,82,370,5,2021-10-30
515,630,413,8,2021-10-22
516,809,488,6,2022-04-23
517,131,307,8,2022-05-09
518,893,297,7,2021-04-04
519,297,668,9,2022-04-13
520,810,962,8,2021-12-23
521,154,657,3,2021-05-23
522,988,11,3,2021-09-13
523,737,746,4,2022-09-28
524,864,601,2,2022-04-30
525,876,467,8,2021-10-31
526,548,209,4,2021-04-06
527,820,463,8,2022-12-30
528,516,689,5,2023-03-22
529,113,397,10,2022-06-04
530,63,306,10,2022-04-13
531,773,323,2,2022-11-23
532,492,958,4,2022-04-14
533,151,565,1,2021-11-12
534,902,380,3,2021-07-14
535,79,988,1,2021-05-07
536,479,162,10,2021-05-05
537,588,190,10,2022-05-08
538,947,428,2,2022-11-14
539,131,70,8,2022-01-26
540,484,506,8,2022-07-22
541,93,409,7,2022-11-28
542,534,147,1,2022-02-20
543,300,790,6,2022-06-07
544,571,927,5,2021-04-19
545,970,90,2,2023-02-17
546,538,375,10,2023-02-21
547,185,500,3,2022-06-17
548,650,298,5,2022-06-13
549,705,229,1,2022-01-23
550,638,808,10,2022-08-09
551,757,745,6,2022-04-22
552,554,357,8,2021-04-11
553,482,329,10,2022-04-29
554,188,159,7,2021-11-07
555,431,632,8,2021-09-03
556,221,432,2,2021-10-13
557,698,372,7,2023-03-21
558,818,75,7,2022-01-12
559,923,19,4,2022-09-25
560,290,335,3,2022-12-08
561,580,535,4,2022-07-11
562,291,78,1,2022-12-07
563,788,68,4,2021-10-14
564,337,545,10,2021-09-19
565,870,643,9,2021-12-21
566,397,395,8,2023-02-05
567,310,174,3,2021-11-07
568,750,295,7,2021-06-18
569,499,235,3,2022-10-24
570,323,801,3,2022-10-26
571,283,881,9,2021-08-19
572,127,606,10,2021-04-21
573,849,82,4,2022-08-16
574,729,28,6,2022-01-02
575,821,497,6,2021-04-21
576,716,312,7,2022-01-21
577,115,112,4,2022-08-14
578,694,945,6,2022-02-27
579,503,417,2,2022-09-23
580,213,137,9,2021-07-14
581,320,390,4,2022-11-10
582,6,277,2,2022-01-22
583,610,844,8,2021-06-20
584,66,559,9,2021-09-26
585,916,153,5,2022-05-20
586,644,498,7,2021-09-19
587,766,401,8,2023-02-22
588,835,377,3,2022-02-15
589,571,448,3,2022-04-26
590,229,704,8,2023-03-08
591,746,552,1,2021-07-25
592,296,550,5,2022-08-15
593,907,366,7,2021-08-19
594,519,619,9,2022-12-28
595,93,654,7,2022-12-03
596,336,730,5,2021-12-20
597,331,135,6,2022-05-25
598,39,10,6,2022-01-29
599,893,147,1,2022-06-08
600,876,309,9,2022-02-11
601,246,445,5,2022-08-13
602,631,884,10,2021-06-30
603,47,466,8,2021-08-14
604,456,901,4,2021-12-24
605,609,653,6,2021-07-11
606,402,126,9,2021-08-22
607,279,591,9,2022-12-31
608,169,186,6,2021-07-30
609,528,855,1,2022-06-11
610,154,578,8,2023-02-16
611,951,30,8,2022-12-05
612,522,350,8,2021-04-05
613,571,295,4,2022-03-07
614,292,517,4,2021-03-24
615,393,875,4,2022-09-13
616,250,203,1,2021-06-08
617,906,73,10,2022-02-07
618,12,173,8,2022-02-24
619,572,372,1,2021-07-31
620,848,915,2,2021-11-06
621,785,955,1,2022-12-15
622,74,538,1,2022-01-02
623,110,801,1,2021-07-31
624,927,20,5,2022-03-17
625,489,175,3,2021-06-22
626,617,713,5,2022-12-21
627,129,704,9,2021-07-26
628,842,443,7,2022-10-31
629,546,461,3,2022-09-09
630,715,832,2,2023-02-23
631,834,868,1,2022-07-23
632,20,128,10,2021-12-27
633,748,214,6,2022-01-25
634,328,151,9,2021-05-25
635,301,346,7,2022-06-05
636,83,742,7,2022-09-07
637,617,65,9,2022-02-24
638,428,919,5,2021-04-06
639,972,750,3,2022-02-21
640,438,448,6,2022-07-20
641,599,958,7,2022-06-18
642,995,258,8,2021-11-21
643,770,574,2,2022-02-27
644,598,70,1,2021-04-05
645,541,154,3,2022-08-04
646,158,560,6,2023-01-21
647,251,400,7,2021-04-20
648,777,870,7,2022-08-04
649,245,608,8,2022-09-28
650,137,14,8,2021-10-18
651,63,35,6,2021-08-06
652,171,356,8,2022-08-23
653,868,889,7,2021-10-29
654,321,79,7,2021-12-28
655,537,545,4,2021-10-21
656,629,677,2,2022-02-25
657,811,3,10,2023-03-18
658,855,129,8,2023-02-02
659,863,334,9,2022-04-01
660,603,210,3,2021-04-20
661,421,208,4,2021-06-17
662,485,109,10,2021-11-25
663,982,91,9,2021-07-10
664,913,882,9,2022-07-20
665,583,426,8,2022-07-18
666,271,942,6,2023-03-09
667,645,677,7,2022-12-30
668,97,508,3,2022-12-06
669,686,931,7,2022-02-14
670,337,568,1,2022-06-18
671,507,462,8,2022-09-12
672,867,211,4,2022-07-01
673,910,530,5,2022-08-11
674,107,751,8,2022-10-11
675,770,869,3,2022-11-27
676,45,518,8,2022-06-08
677,950,823,1,2022-07-14
678,71,303,2,2022-05-21
679,870,172,2,2022-10-02
680,491,656,2,2022-12-17
681,957,957,9,2022-05-24
682,758,505,9,2022-12-28
683,700,677,7,2022-06-23
684,180,316,7,2022-03-20
685,971,890,6,2021-08-16
686,286,344,3,2022-04-14
687,711,650,4,2021-12-11
688,975,5,1,2021-08-17
689,311,765,4,2021-03-26
690,327,130,9,2023-02-10
691,31,870,5,2023-02-19
692,679,108,5,2022-09-06
693,777,967,6,2022-05-31
694,57,11,9,2022-03-30
695,277,295,6,2021-07-17
696,152,908,2,2022-07-17
697,43,696,6,2022-02-21
698,478,229,10,2022-03-05
699,457,431,7,2022-03-20
700,679,513,4,2023-01-10
701,567,505,6,2022-02-05
702,117,947,2,2022-07-07
703,34,806,1,2022-06-09
704,60,74,8,2022-07-25
705,992,85,1,2022-07-09
706,893,726,2,2021-05-20
707,522,89,10,2021-09-06
708,516,916,9,2022-05-14
709,685,373,9,2022-02-08
710,208,242,4,2021-08-29
711,912,62,5,2021-08-13
712,194,297,1,2021-05-18
713,162,508,3,2022-09-13
714,550,912,2,2021-05-25
715,55,465,6,2021-06-08
716,410,695,1,2022-11-17
717,910,663,4,2022-02-07
718,563,852,4,2022-03-14
719,393,350,2,2022-01-08
720,415,335,9,2022-11-10
721,915,318,6,2022-03-22
722,52,851,4,2021-04-07
723,173,864,7,2022-03-09
724,822,565,4,2022-06-10
725,764,430,9,2021-10-25
726,352,210,5,2021-10-13
727,668,544,7,2023-03-22
728,91,329,3,2021-08-31
729,331,529,5,2022-05-10
730,383,634,1,2023-03-22
731,526,39,8,2021-12-13
732,303,282,1,2021-08-13
733,847,983,8,2021-11-10
734,204,612,2,2021-11-28
735,529,385,9,2022-09-08
736,379,602,3,2022-01-12
737,887,706,5,2022-09-16
738,980,331,7,2021-11-07
739,762,394,4,2023-02-15
740,888,291,10,2021-11-04
741,993,839,2,2022-06-27
742,427,993,7,2022-01-05
743,888,131,4,2022-09-03
744,731,284,6,2022-07-29
745,176,967,1,2021-10-18
746,988,540,3,2021-10-30
747,278,121,2,2021-06-08
748,385,763,4,2022-07-10
749,236,677,1,2022-08-23
750,948,412,4,2022-03-29
751,408,705,5,2022-12-07
752,201,524,10,2021-09-05
753,626,324,6,2021-10-18
754,779,623,6,2021-12-18
755,750,873,4,2021-12-20
756,451,76,8,2022-08-11
757,559,492,7,2021-07-04
758,458,715,5,2021-10-03
759,658,602,3,2021-07-02
760,473,908,1,2022-01-27
761,965,467,7,2021-10-14
762,966,233,8,2023-02-09
763,627,849,4,2022-01-22
764,649,970,3,2021-07-17
765,291,590,5,2021-06-20
766,277,367,5,2022-03-24
767,373,920,3,2021-07-13
768,607,276,6,2022-10-18
769,937,582,7,2022-02-11
770,694,559,3,2022-06-09
771,322,919,9,2021-11-29
772,851,263,1,2022-11-25
773,673,57,7,2022-06-08
774,369,575,5,2022-04-03
775,129,933,9,2021-12-26
776,108,355,4,2022-11-05
777,795,488,9,2021-10-23
778,949,635,10,2023-01-04
779,956,324,1,2022-04-04
780,620,341,9,2021-12-19
781,177,177,8,2022-06-11
782,520,834,1,2022-01-22
783,548,833,8,2022-05-28
784,923,3,10,2023-02-24
785,886,386,7,2022-11-18
786,475,707,3,2022-09-24
787,942,403,7,2022-03-13
788,855,652,8,2023-01-27
789,157,548,2,2022-04-18
790,701,447,2,2022-03-30
791,72,753,3,2022-02-08
792,218,439,2,2022-12-17
793,586,311,5,2021-10-07
794,763,523,6,2021-09-27
795,64,348,2,2023-03-18
796,242,900,3,2022-12-24
797,4,499,3,2021-03-23
798,318,648,10,2021-06-30
799,621,915,8,2021-05-09
800,891,118,3,2023-01-14
801,115,816,2,2021-10-15
802,539,799,7,2022-01-24
803,699,93,4,2022-11-03
804,319,757,6,2021-10-07
805,513,21,4,2023-03-03
806,569,47,5,2021-07-24
807,483,173,2,2021-12-01
808,454,362,6,2021-09-17
809,850,883,8,2021-09-24
810,417,729,1,2021-12-27
811,894,229,7,2023-02-10
812,633,910,4,2022-12-11
813,678,938,8,2022-12-07
814,596,653,1,2022-10-18
815,764,257,1,2022-11-30
816,831,603,3,2022-04-04
817,135,532,9,2022-11-02
818,692,12,6,2021-08-25
819,316,6,10,2021-11-02
820,127,165,8,2022-03-14
821,628,794,1,2021-07-20
822,22,515,4,2022-02-07
823,425,177,8,2023-02-18
824,476,528,5,2022-11-13
825,694,120,8,2022-04-05
826,218,509,1,2022-02-25
827,195,93,8,2022-05-04
828,747,264,6,2022-05-11
829,106,727,5,2022-01-20
830,90,301,1,2022-03-10
831,872,599,5,2021-05-31
832,2,833,5,2021-09-10
833,22,801,5,2021-10-18
834,935,146,4,2021-07-06
835,429,151,10,2022-08-31
836,213,779,5,2021-10-26
837,884,559,5,2022-01-09
838,244,469,4,2021-05-03
839,711,95,5,2021-04-07
840,298,672,5,2021-07-22
841,58,755,3,2022-08-10
842,614,463,8,2023-03-22
843,376,863,5,2021-07-09
844,518,675,10,2022-03-10
845,796,753,9,2022-02-10
846,659,552,7,2021-07-02
847,946,999,10,2023-01-12
848,983,135,7,2021-11-09
849,169,407,9,2022-10-19
850,679,642,6,2022-01-06
851,543,133,7,2022-06-11
852,277,726,7,2022-07-07
853,337,837,4,2022-09-13
854,20,922,3,2022-12-28
855,562,188,5,2022-02-17
856,388,976,1,2022-09-30
857,477,103,2,2022-05-20
858,699,893,9,2022-11-03
859,790,231,3,2023-03-13
860,742,282,7,2021-05-04
861,511,219,6,2023-01-22
862,435,86,9,2022-12-07
863,167,920,9,2021-06-24
864,518,404,1,2022-09-11
865,241,701,4,2021-04-12
866,143,76,7,2022-02-28
867,831,829,5,2023-01-06
868,71,47,10,2021-06-14
869,466,444,10,2021-03-26
870,907,913,3,2023-03-18
871,642,426,10,2022-09-12
872,584,380,3,2021-06-06
873,234,131,9,2022-01-11
874,434,500,8,2022-12-02
875,435,241,3,2021-04-14
876,262,936,7,2022-06-03
877,239,144,5,2021-08-12
878,687,20,9,2021-08-11
879,226,318,6,2021-06-04
880,839,823,5,2022-11-09
881,393,786,5,2021-07-05
882,856,219,9,2021-12-29
883,814,695,4,2022-06-20
884,208,875,1,2023-01-21
885,679,436,6,2022-06-28
886,444,790,9,2022-06-14
887,962,449,10,2021-04-06
888,17,746,6,2022-08-25
889,926,766,6,2022-12-31
890,11,447,6,2022-02-27
891,40,854,10,2023-02-26
892,18,811,4,2022-12-24
893,236,459,10,2022-03-23
894,433,74,9,2021-08-29
895,450,225,2,2022-09-20
896,937,328,5,2022-08-13
897,892,126,5,2022-12-14
898,484,355,2,2022-01-15
899,347,125,2,2023-02-01
900,478,946,9,2022-09-07
901,693,230,5,2022-03-17
902,404,230,9,2021-07-21
903,959,876,1,2022-10-23
904,934,958,7,2022-03-07
905,964,755,10,2022-02-14
906,614,161,2,2022-06-30
907,508,104,9,2022-11-25
908,465,146,1,2022-07-10
909,906,962,1,2021-10-16
910,529,44,2,2022-01-29
911,555,625,4,2022-04-16
912,175,680,4,2022-01-24
913,350,519,1,2021-10-30
914,594,158,10,2021-04-06
915,37,99,5,2021-03-28
916,780,385,9,2022-03-27
917,366,470,1,2022-03-29
918,489,995,1,2022-01-19
919,95,327,4,2022-12-19
920,705,548,3,2021-06-18
921,32,906,2,2022-08-22
922,135,545,3,2021-12-12
923,149,445,3,2022-10-16
924,593,68,5,2022-10-18
925,337,956,8,2022-01-08
926,188,8,3,2021-05-19
927,539,550,2,2021-11-25
928,51,793,10,2021-09-02
929,853,133,2,2021-07-28
